Customer_ID,Age,Gender,City,Annual_Income,Purchase_Frequency,Average_Spending_Per_Transaction,Preferred_Product_Category,Total_Spent
CUST-1932,22,Female,Jakarta,94563850,13,1608856,Books,20915128
CUST-1933,39,Female,Surabaya,196810573,19,1610131,Groceries,30592489
CUST-1934,24,Female,Bandung,167829047,3,658340,Electronics,1975020
CUST-1935,53,Male,Medan,67240673,17,1368911,Health & Beauty,23271487
CUST-1936,61,Male,Medan,192951304,7,562978,Fashion,3940846
CUST-1937,42,Female,Bandung,31336664,14,90403,Groceries,1265642
CUST-1938,36,Male,Bandung,150417209,6,1386259,Electronics,8317554
CUST-1939,34,Female,Medan,25344212,14,2936907,Health & Beauty,41116698
CUST-1940,64,Male,Surabaya,34851801,9,95722,Books,861498
CUST-1941,60,Female,Medan,42529665,10,1429378,Health & Beauty,14293780
CUST-1942,56,Male,Bandung,104263170,17,946626,Fashion,16092642
CUST-1943,27,Female,Makassar,181490701,18,2001931,Health & Beauty,36034758
CUST-1944,39,Male,Jakarta,99988175,13,2430138,Health & Beauty,31591794
CUST-1945,23,Male,Makassar,37067581,19,1398725,Health & Beauty,26575775
CUST-1946,55,Female,Surabaya,129255068,10,1025799,Fashion,10257990
CUST-1947,60,Male,Medan,117558637,14,2405691,Electronics,33679674
CUST-1948,27,Female,Medan,196477682,3,327810,Health & Beauty,983430
CUST-1949,40,Female,Jakarta,44241410,4,1667285,Fashion,6669140
CUST-1950,37,Female,Makassar,126540703,19,1239564,Groceries,23551716
CUST-1951,59,Female,Jakarta,57731329,12,2574140,Fashion,30889680
CUST-1952,62,Female,Surabaya,83361815,5,939927,Health & Beauty,4699635
CUST-1953,60,Female,Makassar,50046615,9,2261498,Groceries,20353482
CUST-1954,43,Female,Makassar,173269499,7,962107,Groceries,6734749
CUST-1955,26,Male,Surabaya,154284441,13,481678,Health & Beauty,6261814
CUST-1956,56,Female,Medan,52384755,10,2402831,Books,24028310
CUST-1957,63,Male,Medan,160111915,1,1216219,Health & Beauty,1216219
CUST-1958,23,Male,Bandung,198299429,6,2599735,Books,15598410
CUST-1959,37,Female,Medan,175805236,16,2865824,Electronics,45853184
CUST-1960,53,Male,Jakarta,160998445,1,363835,Groceries,363835
CUST-1961,42,Male,Surabaya,87594210,4,2457314,Health & Beauty,9829256
CUST-1962,59,Female,Medan,153265077,3,2760653,Books,8281959
CUST-1963,39,Female,Makassar,44225974,14,1818948,Electronics,25465272
CUST-1964,26,Female,Surabaya,83908269,17,2911068,Fashion,49488156
CUST-1965,60,Male,Medan,181013309,14,1875384,Books,26255376
CUST-1966,62,Male,Jakarta,52823436,10,1382879,Fashion,13828790
CUST-1967,65,Male,Bandung,104130444,14,1392686,Fashion,19497604
CUST-1968,61,Male,Bandung,108392013,6,881103,Groceries,5286618
CUST-1969,51,Female,Surabaya,176853874,6,876794,Groceries,5260764
CUST-1970,23,Female,Jakarta,124676584,12,258288,Groceries,3099456
CUST-1971,59,Female,Jakarta,83334145,6,2121710,Books,12730260
CUST-1972,60,Male,Jakarta,133513033,5,2141493,Electronics,10707465
CUST-1973,45,Female,Medan,78521180,7,246259,Books,1723813
CUST-1974,50,Male,Bandung,58729306,16,1200981,Books,19215696
CUST-1975,41,Male,Jakarta,48672668,6,1816797,Health & Beauty,10900782
CUST-1976,19,Female,Makassar,67017613,17,550208,Electronics,9353536
CUST-1977,41,Female,Medan,77474349,4,570482,Fashion,2281928
CUST-1978,37,Male,Makassar,93698238,15,1949118,Fashion,29236770
CUST-1979,29,Female,Makassar,137970783,19,767812,Health & Beauty,14588428
CUST-1980,31,Male,Surabaya,129622479,7,2572583,Fashion,18008081
CUST-1981,39,Male,Medan,88264725,6,1421012,Electronics,8526072
CUST-1982,49,Female,Makassar,178237586,7,2529551,Fashion,17706857
CUST-1983,30,Female,Medan,35012360,2,1655820,Groceries,3311640
CUST-1984,32,Male,Jakarta,151629629,6,1041625,Health & Beauty,6249750
CUST-1985,26,Male,Surabaya,163202255,7,2467654,Electronics,17273578
CUST-1986,27,Male,Bandung,120584102,9,139207,Groceries,1252863
CUST-1987,22,Female,Makassar,50322831,14,1245531,Health & Beauty,17437434
CUST-1988,36,Male,Surabaya,104957123,15,124810,Fashion,1872150
CUST-1989,24,Male,Surabaya,166497316,20,2749733,Health & Beauty,54994660
CUST-1990,50,Female,Surabaya,133757931,4,2464907,Fashion,9859628
CUST-1991,52,Female,Surabaya,147467682,6,69490,Groceries,416940
CUST-1992,65,Female,Jakarta,86128184,3,1986811,Groceries,5960433
CUST-1993,51,Female,Medan,94553589,10,1242716,Health & Beauty,12427160
CUST-1994,20,Female,Bandung,58899392,3,599697,Health & Beauty,1799091
CUST-1995,60,Female,Bandung,117441537,13,1739510,Electronics,22613630
CUST-1996,39,Male,Medan,147566374,4,205223,Groceries,820892
CUST-1997,57,Male,Bandung,118714262,9,2287522,Health & Beauty,20587698
CUST-1998,26,Male,Surabaya,102724130,3,2262552,Fashion,6787656
CUST-1999,56,Female,Jakarta,25657064,11,214082,Fashion,2354902
CUST-2000,42,Male,Surabaya,193247594,1,1465115,Health & Beauty,1465115
